POI Identifier;Address;Description;Name;geo_shape;geo_point_2d
448;975 OLD COLONY RD;Soccer Field;OLD COLONY PARK SOCCER FIELD 1;"{""type"": ""Point"", ""coordinates"": [-76.58348495918015, 44.252789399477976]}";44.2527893995, -76.5834849592
1003;40 COMPTON ST;Community Garden;COMPTON ST COMMUNITY GARDEN;"{""type"": ""Point"", ""coordinates"": [-76.48769947290283, 44.26342072681298]}";44.2634207268, -76.4876994729
3070;649 BROCK ST;Community Garden;SUNNYSIDE COMMUNITY GARDEN;"{""type"": ""Point"", ""coordinates"": [-76.50559846220649, 44.233185335735136]}";44.2331853357, -76.5055984622
1618;140 RIDEAU ST;Tennis Court;RIVERVIEW PARK TENNIS COURT 1;"{""type"": ""Point"", ""coordinates"": [-76.48325237992636, 44.23748326025841]}";44.2374832603, -76.4832523799
454;750 INNOVATION DR;Soccer Field;J. MACHEN SPORTS FIELDS;"{""type"": ""Point"", ""coordinates"": [-76.43344822915321, 44.2734931419458]}";44.2734931419, -76.4334482292
2880;170 QUEEN ST;Television Station;C K W S  TELEVISION;"{""type"": ""Point"", ""coordinates"": [-76.48618055787583, 44.23275716416085]}";44.2327571642, -76.4861805579
1153;648 RIVERMEADE AVE;Parkette;RIVERMEADE PARKETTE;"{""type"": ""Point"", ""coordinates"": [-76.54043223072367, 44.244847354431805]}";44.2448473544, -76.5404322307
3249;2 CATARAQUI ST;Historic Site;WOOLEN MILL;"{""type"": ""Point"", ""coordinates"": [-76.48042474849248, 44.242049924436216]}";44.2420499244, -76.4804247485
3705;COMMODORES COVE;Trail Access;WATERFRONT TRAIL COMMODORES COVE TRAIL ACCESS;"{""type"": ""Point"", ""coordinates"": [-76.54073619332716, 44.21998708022251]}";44.2199870802, -76.5407361933
1497;914 15 HWY;Library;KINGSTON FRONTENAC LIBRARY - PITTSBURGH BRANCH;"{""type"": ""Point"", ""coordinates"": [-76.461236038975, 44.25950649166554]}";44.2595064917, -76.461236039
4638;1030 SUNNYSIDE RD;Playground;CLOVERDALE PARK PLAYGROUND 3;"{""type"": ""Point"", ""coordinates"": [-76.54722467303107, 44.279003933123484]}";44.2790039331, -76.547224673
242;1250 ACADIA DR;Playground;WESTPARK (ACADIA PARK) PLAYGROUND;"{""type"": ""Point"", ""coordinates"": [-76.59657689429584, 44.23624939786545]}";44.2362493979, -76.5965768943
3069;DALGLEISH AV;Community Garden;PITTSBURGH COMMUNITY GARDEN;"{""type"": ""Point"", ""coordinates"": [-76.45546596288435, 44.26036399991191]}";44.2603639999, -76.4554659629
982;412 RIDEAU ST;Park;KATINGS SOCCER FIELDS;"{""type"": ""Point"", ""coordinates"": [-76.48548077624984, 44.24380008706695]}";44.2438000871, -76.4854807762
1406;792 HENDERSON BLVD;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.57778906201138, 44.22914619816606]}";44.2291461982, -76.577789062
1414;151 ORDNANCE ST;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.48813687216987, 44.23586994407204]}";44.2358699441, -76.4881368722
1415;2991 2 HWY;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.31002621205093, 44.29228733385788]}";44.2922873339, -76.3100262121
1407;2991 2 HWY;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.3104168230508, 44.29307419371597]}";44.2930741937, -76.3104168231
1027;1098 WOODBINE RD;Park;WESTWOODS OPEN SPACE;"{""type"": ""Point"", ""coordinates"": [-76.59883016533576, 44.25874115949342]}";44.2587411595, -76.5988301653
1514;260 PALACE RD;Fire Station;FIRE STATION 6;"{""type"": ""Point"", ""coordinates"": [-76.51396905235661, 44.231919066610494]}";44.2319190666, -76.5139690524
2997;;Energy Distribution;ELECTRICAL SUBSTATION;"{""type"": ""Point"", ""coordinates"": [-76.48027982520281, 44.23238817617112]}";44.2323881762, -76.4802798252
2999;;Energy Distribution;ELECTRICAL SUBSTATION;"{""type"": ""Point"", ""coordinates"": [-76.4873763474505, 44.24173880415234]}";44.2417388042, -76.4873763475
1229;1180 WOODBINE RD;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.60521735795243, 44.260101829297184]}";44.2601018293, -76.605217358
4567;1348 MCADOOS LN;Quarry-Active;;"{""type"": ""Point"", ""coordinates"": [-76.49319938962732, 44.283749518441155]}";44.2837495184, -76.4931993896
1253;39 CRERAR BLVD;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.56757343983003, 44.21299706412632]}";44.2129970641, -76.5675734398
4568;2185 PERTH RD;Quarry-Abandoned;;"{""type"": ""Point"", ""coordinates"": [-76.505319803472, 44.30690466149532]}";44.3069046615, -76.5053198035
1252;2991 2 HWY;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.30961145325912, 44.292473345778305]}";44.2924733458, -76.3096114533
1248;2991 2 HWY;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.3097648710781, 44.29173913767978]}";44.2917391377, -76.3097648711
1681;93 UNIVERSITY AVE;Queen's University;DOUGLAS LIBRARY;"{""type"": ""Point"", ""coordinates"": [-76.4950444234436, 44.22750051894689]}";44.2275005189, -76.4950444234
2002;417 MONTREAL ST;Washroom;COOK BROTHERS YOUTH CENTRE;"{""type"": ""Point"", ""coordinates"": [-76.48691060133373, 44.24333571349294]}";44.2433357135, -76.4869106013
1682;19 UNION ST;Queen's University;WALTER LIGHT HALL;"{""type"": ""Point"", ""coordinates"": [-76.49167087779372, 44.22800344245643]}";44.2280034425, -76.4916708778
2005;100 DAYS RD;Washroom;CENTRE 70;"{""type"": ""Point"", ""coordinates"": [-76.56845841865794, 44.21890241727114]}";44.2189024173, -76.5684584187
1398;792 HENDERSON BLVD;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.57796411065536, 44.22926028192518]}";44.2292602819, -76.5779641107
1378;1180 WOODBINE RD;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.60470239427474, 44.259491757323836]}";44.2594917573, -76.6047023943
1389;52 KENWOODS CIR;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.46806650362011, 44.25617415127841]}";44.2561741513, -76.4680665036
1400;196 YONGE ST;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.51957848827806, 44.22279330048767]}";44.2227933005, -76.5195784883
1392;623 KING ST;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.51638303232089, 44.22119544530104]}";44.2211954453, -76.5163830323
1388;;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.31277780245864, 44.294951947130755]}";44.2949519471, -76.3127778025
1619;792 HENDERSON BLVD;Tennis Court;HENDERSON PARK TENNIS COURTS;"{""type"": ""Point"", ""coordinates"": [-76.57852914283175, 44.229377434301654]}";44.2293774343, -76.5785291428
1610;346 COLLEGE ST;Tennis Court;COMPTON PARK TENNIS COURT;"{""type"": ""Point"", ""coordinates"": [-76.51078725507486, 44.23497932413627]}";44.2349793241, -76.5107872551
351;6 KEYES ST;Ball Diamond;KEYES PARK BALL DIAMOND;"{""type"": ""Point"", ""coordinates"": [-76.56465757009936, 44.21076885842063]}";44.2107688584, -76.5646575701
1609;1805 2 HWY;Tennis Court;MADOMA COMMUNITY CENTRE;"{""type"": ""Point"", ""coordinates"": [-76.37504297133468, 44.2647732343906]}";44.2647732344, -76.3750429713
1219;1180 WOODBINE RD;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.60523608231797, 44.260082335698705]}";44.2600823357, -76.6052360823
1202;1280 COVERDALE DR;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.60626934089957, 44.23811607435787]}";44.2381160744, -76.6062693409
2015;1030 SUNNYSIDE RD;Washroom;CATARAQUI COMMUNITY CENTRE;"{""type"": ""Point"", ""coordinates"": [-76.5512379918182, 44.27953348386338]}";44.2795334839, -76.5512379918
2077;346 COLLEGE ST;Washroom;COMPTON PARK WASHROOM;"{""type"": ""Point"", ""coordinates"": [-76.51053020443682, 44.23462450353156]}";44.2346245035, -76.5105302044
2078;76 ORDNANCE ST;Washroom;ARTILLERY PARK;"{""type"": ""Point"", ""coordinates"": [-76.48438020191624, 44.234414569715035]}";44.2344145697, -76.4843802019
2066;2993 2 HWY;Washroom;GRASS CREEK PARK;"{""type"": ""Point"", ""coordinates"": [-76.31400976491197, 44.2964432864516]}";44.2964432865, -76.3140097649
1341;792 HENDERSON BLVD;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.57835546576975, 44.228830886176695]}";44.2288308862, -76.5783554658
2900;77 MACCAULEY ST;Childcare Facility;BBKC-SCHOOL READINESS RIDEAU HEIGHTS PS;"{""type"": ""Point"", ""coordinates"": [-76.48205237510356, 44.26535115314659]}";44.2653511531, -76.4820523751
2894;180 HENDERSON BV;Childcare Facility;HENDERSON CHILD CARE CENTRE;"{""type"": ""Point"", ""coordinates"": [-76.57342807089536, 44.22856296952865]}";44.2285629695, -76.5734280709
3170;1533 MCADOOS LN;Amusement / Water Park;KINGSTON FAMILY FUNWORLD;"{""type"": ""Point"", ""coordinates"": [-76.5000792858687, 44.27996951580319]}";44.2799695158, -76.5000792859
2873;170 QUEEN ST;Radio Station;FM 96 KINGSTON'S CLASSIC ROCK;"{""type"": ""Point"", ""coordinates"": [-76.48619053238576, 44.23268497029579]}";44.2326849703, -76.4861905324
2808;268 MAIN ST;Place of Worship;ST. MARK'S ANGLICAN CHURCH;"{""type"": ""Point"", ""coordinates"": [-76.46147121540231, 44.24335255658432]}";44.2433525566, -76.4614712154
1703;78 FIFTH FIELD COMPANY LN;Queen's University;FLEMING HALL - STEWART-POLLOCK WING;"{""type"": ""Point"", ""coordinates"": [-76.49434641916508, 44.2267417058745]}";44.2267417059, -76.4943464192
855;690 SIR JOHN A. MACDONALD BLVD;Place of Worship;ST. MARGARET'S UNITED CHURCH;"{""type"": ""Point"", ""coordinates"": [-76.5202519012174, 44.243523997583814]}";44.2435239976, -76.5202519012
3734;295 ONTARIO ST;Ferry Terminal;WOLFE ISLAND FERRY TERMINAL BLDG;"{""type"": ""Point"", ""coordinates"": [-76.47850679566524, 44.232727267640094]}";44.2327272676, -76.4785067957
1688;35 FIFTH FIELD COMPANY LN;Queen's University;JACKSON HALL;"{""type"": ""Point"", ""coordinates"": [-76.49313970942806, 44.226595479723564]}";44.2265954797, -76.4931397094
1496;414 REGENT ST;Museum;FRONTENAC COUNTY SCHOOLS MUSEUM;"{""type"": ""Point"", ""coordinates"": [-76.46201422289155, 44.24024743347733]}";44.2402474335, -76.4620142229
3580;1 COURT ST;Court House;FORMER LAND REGISTRY OFFICE;"{""type"": ""Point"", ""coordinates"": [-76.48903806496594, 44.228080161159056]}";44.2280801612, -76.489038065
542;1085 WOODBINE RD;Soccer Field;HOLY CROSS SECONDARY SCHOOL FOOTBALL FIELD;"{""type"": ""Point"", ""coordinates"": [-76.59737325260548, 44.256877076580324]}";44.2568770766, -76.5973732526
547;22 GENERAL CRERAR CRES;Soccer Field;ROYAL MILITARY COLLEGE OF CANADA;"{""type"": ""Point"", ""coordinates"": [-76.46972671332183, 44.23319304715529]}";44.2331930472, -76.4697267133
86;225 ONTARIO ST;Monument;CONFDERATION PARK SCULPTURE (ATLANTIS);"{""type"": ""Point"", ""coordinates"": [-76.47941157518922, 44.22970787387226]}";44.2297078739, -76.4794115752
81;23 ONTARIO ST;Monument;AN GORTA MOR MEMORIAL ANCHOR;"{""type"": ""Point"", ""coordinates"": [-76.48484642005181, 44.22366159659314]}";44.2236615966, -76.4848464201
1116;742 KINGSTON MILLS RD;Park;EDEN VALLEY OPEN SPACE;"{""type"": ""Point"", ""coordinates"": [-76.45093633248842, 44.2918339298595]}";44.2918339299, -76.4509363325
85;225 ONTARIO ST;Monument;CONFEDERATION PARK ANCHOR;"{""type"": ""Point"", ""coordinates"": [-76.47958871868369, 44.22996219164047]}";44.2299621916, -76.4795887187
73;33 BAGOT ST;Monument;CITY PARK CANON (RCHA 1);"{""type"": ""Point"", ""coordinates"": [-76.48975458247679, 44.22358690643162]}";44.2235869064, -76.4897545825
545;245 ELMWOOD ST;Soccer Field;ELMWOOD PARK;"{""type"": ""Point"", ""coordinates"": [-76.52458115487724, 44.24213965830262]}";44.2421396583, -76.5245811549
1453;70 LAKESHORE BLVD;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.57619701797069, 44.21208127632046]}";44.2120812763, -76.576197018
1511;171 RAILWAY ST;Fire Station;FIRE STATION 5;"{""type"": ""Point"", ""coordinates"": [-76.49430217459089, 44.248370360085445]}";44.2483703601, -76.4943021746
3513;62 ARCH ST;Queen's University;HUMPHREY HALL;"{""type"": ""Point"", ""coordinates"": [-76.49212656592614, 44.227007323994]}";44.227007324, -76.4921265659
995;370 KING ST;Gallery;J. K. TETT CENTRE;"{""type"": ""Point"", ""coordinates"": [-76.50598123703033, 44.22073589207016]}";44.2207358921, -76.505981237
1571;388 EARL ST;Childcare Facility (Private);GENTLY ROCKING HORSE DAYCARE;"{""type"": ""Point"", ""coordinates"": [-76.49980763519491, 44.229529759835145]}";44.2295297598, -76.4998076352
11;3567 GENGE RD;Driving Range;WESTBROOK GOLF CLUB DRIVING RANGE;"{""type"": ""Point"", ""coordinates"": [-76.63030014497643, 44.284890112998596]}";44.284890113, -76.630300145
3898;2426 BUR BROOK RD;Trail Access;K&P BUR BROOK RD ACCESS PNT;"{""type"": ""Point"", ""coordinates"": [-76.55995057433172, 44.29899577415128]}";44.2989957742, -76.5599505743
396;7 NAVY WY;Arena;CONSTANTINE ARENA;"{""type"": ""Point"", ""coordinates"": [-76.46783806595207, 44.237893943577404]}";44.2378939436, -76.467838066
355;1280 COVERDALE DR;Ball Diamond;ROTARY PARK BASEBALL FIELD;"{""type"": ""Point"", ""coordinates"": [-76.60620433284099, 44.237239937229525]}";44.2372399372, -76.6062043328
404;292 MOWAT AVE;Swing Set;WOODLANDS PARK SWING SET;"{""type"": ""Point"", ""coordinates"": [-76.52205888043046, 44.226451777090624]}";44.2264517771, -76.5220588804
4167;4315 COUNTY RD #1;Education Facility;YARKER PS;"{""type"": ""Point"", ""coordinates"": [-76.76755512787172, 44.373692342131235]}";44.3736923421, -76.7675551279
1968;1180 WOODBINE RD;Drink Fountain;;"{""type"": ""Point"", ""coordinates"": [-76.60335521989104, 44.25995566021573]}";44.2599556602, -76.6033552199
638;;Village;MOUNT CHESNEY;"{""type"": ""Point"", ""coordinates"": [-76.4467504610852, 44.34413029030458]}";44.3441302903, -76.4467504611
639;;Village;CHARLESTON;"{""type"": ""Point"", ""coordinates"": [-75.99801740151707, 44.575038539120335]}";44.5750385391, -75.9980174015
647;;Village;BROCKVILLE;"{""type"": ""Point"", ""coordinates"": [-75.68501256735392, 44.590039107549615]}";44.5900391075, -75.6850125674
643;;Village;ELGINBURG;"{""type"": ""Point"", ""coordinates"": [-76.54147271493287, 44.31904195550671]}";44.3190419555, -76.5414727149
649;;Village;LATIMER;"{""type"": ""Point"", ""coordinates"": [-76.50900828593619, 44.36207305912637]}";44.3620730591, -76.5090082859
624;;Village;OSO;"{""type"": ""Point"", ""coordinates"": [-76.68672499434875, 44.816102514589744]}";44.8161025146, -76.6867249943
45;WEST ST;Monument;WW1  MONUMENT;"{""type"": ""Point"", ""coordinates"": [-76.48725793830295, 44.22572854415465]}";44.2257285442, -76.4872579383
609;;Village;CLARENDON STATION;"{""type"": ""Point"", ""coordinates"": [-76.69457470566024, 44.87441267332139]}";44.8744126733, -76.6945747057
618;;Village;CARLETON PLACE;"{""type"": ""Point"", ""coordinates"": [-76.14701714874374, 45.14104108891837]}";45.1410410889, -76.1470171487
623;;Village;BARRIEFIELD;"{""type"": ""Point"", ""coordinates"": [-76.46331773382056, 44.2411755233493]}";44.2411755233, -76.4633177338
608;;Village;GLENBURNIE;"{""type"": ""Point"", ""coordinates"": [-76.50272633176068, 44.32017854148389]}";44.3201785415, -76.5027263318
607;;Village;EMERALD;"{""type"": ""Point"", ""coordinates"": [-76.77329002438333, 44.14621425833671]}";44.1462142583, -76.7732900244
596;;Village;TINCAP;"{""type"": ""Point"", ""coordinates"": [-75.75601525929216, 44.61803842998993]}";44.61803843, -75.7560152593
593;;Village;PARHAM;"{""type"": ""Point"", ""coordinates"": [-76.71408972290024, 44.65575378050911]}";44.6557537805, -76.7140897229
598;;Village;OLDEN;"{""type"": ""Point"", ""coordinates"": [-76.77138074359601, 44.73907151786569]}";44.7390715179, -76.7713807436
595;;Village;PARMA;"{""type"": ""Point"", ""coordinates"": [-76.96628877624045, 44.12244842554813]}";44.1224484255, -76.9662887762
853;151 ORDNANCE ST;Historic Site;SKELETON PARK CEMETERY - MCBURNEY PARK;"{""type"": ""Point"", ""coordinates"": [-76.48818954518272, 44.23569979869204]}";44.2356997987, -76.4881895452
935;2 KING ST W;Museum;MURNEY TOWER NATIONAL HISTORIC SITE (MUSEUM);"{""type"": ""Point"", ""coordinates"": [-76.49042203356852, 44.22231615331311]}";44.2223161533, -76.4904220336
851;563 KINGSTON MILLS RD;Historic Site;KINGSTON MILLS LOCK STATION;"{""type"": ""Point"", ""coordinates"": [-76.44269806904722, 44.2926840714127]}";44.2926840714, -76.442698069
447;705 DIVISION ST;Police Station;KINGSTON POLICE HEADQUARTERS;"{""type"": ""Point"", ""coordinates"": [-76.49547868926602, 44.25127431770709]}";44.2512743177, -76.4954786893
4468;900 HENDERSON BLVD;Playground;JIM BEATTIE PARK;"{""type"": ""Point"", ""coordinates"": [-76.58293520839125, 44.228908203133784]}";44.2289082031, -76.5829352084
868;10 UNION ST;Place of Worship;ST. JAMES CHURCH;"{""type"": ""Point"", ""coordinates"": [-76.49158177395633, 44.22728415037228]}";44.2272841504, -76.491581774
991;61 ONTARIO ST;Park;NAVY MEMORIAL PARK;"{""type"": ""Point"", ""coordinates"": [-76.48359095557605, 44.22578106466523]}";44.2257810647, -76.4835909556
988;224 GORE RD;Park;MACLEAN PARK;"{""type"": ""Point"", ""coordinates"": [-76.45602670821553, 44.26024218826537]}";44.2602421883, -76.4560267082
885;4080 BATH RD;Place of Worship;EDITH RANKIN MEMORIAL UNITED CHURCH;"{""type"": ""Point"", ""coordinates"": [-76.61223174004151, 44.23982866293528]}";44.2398286629, -76.61223174
954;792 HENDERSON BLVD;Swimming Pool;LAKESHORE SWIMMING POOL;"{""type"": ""Point"", ""coordinates"": [-76.57805473346323, 44.22904282151535]}";44.2290428215, -76.5780547335
920;221 QUEEN ST;Place of Worship;QUEEN STREET UNITED CHURCH;"{""type"": ""Point"", ""coordinates"": [-76.48827285751796, 44.233668823300704]}";44.2336688233, -76.4882728575
941;76 STUART ST;Museum;KINGSTON GENERAL HOSPITAL ARCHIVES;"{""type"": ""Point"", ""coordinates"": [-76.49323615861721, 44.22374643146532]}";44.2237464315, -76.4932361586
104;33 BAGOT ST;Monument;WWII ARTILLERY MEMORIAL;"{""type"": ""Point"", ""coordinates"": [-76.48988446640806, 44.223509703434864]}";44.2235097034, -76.4898844664
963;506 CONSERVATORY DR;Park;CONSERVATORY POND PARK;"{""type"": ""Point"", ""coordinates"": [-76.58957020814826, 44.23374308872724]}";44.2337430887, -76.5895702081
105;53 YONGE ST;Monument;MONUMENT TO SAILING;"{""type"": ""Point"", ""coordinates"": [-76.5174440788464, 44.21840397971858]}";44.2184039797, -76.5174440788
1141;875 GARDINERS RD;Park;LIONS CIVIC GARDENS;"{""type"": ""Point"", ""coordinates"": [-76.57012838291165, 44.2543763015299]}";44.2543763015, -76.5701283829
980;22 FAIRWAY HILLS CRES;Park;FAIRWAY HILLS;"{""type"": ""Point"", ""coordinates"": [-76.53467599696111, 44.231639966136555]}";44.2316399661, -76.534675997
961;5 JORENE DR;Park;JORENE PARK;"{""type"": ""Point"", ""coordinates"": [-76.57330650226518, 44.21297419435937]}";44.2129741944, -76.5733065023
522;30 CANAL DU NORD DR;Soccer Field;CANADIAN FORCES BASE KINGSTON;"{""type"": ""Point"", ""coordinates"": [-76.43393079809155, 44.23789650524736]}";44.2378965052, -76.4339307981
512;120 NORMAN ROGERS DR;Soccer Field;CENTENNIAL PUBLIC SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.51876043918635, 44.231490354428836]}";44.2314903544, -76.5187604392
535;704 MILFORD DR;Soccer Field;ASHTON PARK SOCCER FIELD 2;"{""type"": ""Point"", ""coordinates"": [-76.5812700009534, 44.245397917281814]}";44.2453979173, -76.581270001
511;773 HWY 15;Soccer Field;LA SALLE HS FOOTBALL FIELD 1;"{""type"": ""Point"", ""coordinates"": [-76.4561452496633, 44.253184104991504]}";44.253184105, -76.4561452497
505;1789 BATH RD;Soccer Field;FRONTENAC SECONDARY SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.57650519011307, 44.23620803997228]}";44.23620804, -76.5765051901
765;900 HENDERSON BLVD;Washroom;JIM BEATTIE PARK;"{""type"": ""Point"", ""coordinates"": [-76.58258009057367, 44.228109400484335]}";44.2281094005, -76.5825800906
